Period,From date,To date,Geographic area,Age group,Male Cases,Male Rate,Female Cases,Female Rate,Total Cases,Total Rate,Male Hospitalizations,Male Hospitalizations Rate,Female Hospitalizations,Female Hospitalizations Rate,Total Hospitalizations Count,Total Hospitalizations Rate,Unknown Sex Hospitalizations,Unknown Sex Cases,Unknown Age and Sex Hospitalizations,Unknown Age and Sex Cases
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Middlesex-London Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Middlesex-London Health Unit,60 to 79,1,2.1,0,0,1,1,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Middlesex-London Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Middlesex-London Health Unit,All ages,1,0.5,0,0,1,0.2,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Niagara Region Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Niagara Region Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Niagara Region Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Niagara Region Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Niagara Region Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",North Bay Parry Sound District Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",North Bay Parry Sound District Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",North Bay Parry Sound District Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",North Bay Parry Sound District Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",North Bay Parry Sound District Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Northwestern Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Northwestern Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Northwestern Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Northwestern Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Northwestern Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ottawa Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ottawa Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ottawa Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ottawa Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ottawa Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peel Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peel Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peel Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peel Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peel Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Huron Perth Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Huron Perth Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Huron Perth Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Huron Perth Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Huron Perth Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peterborough Public Health ,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peterborough Public Health ,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peterborough Public Health ,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peterborough Public Health ,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Peterborough Public Health ,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Porcupine Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Porcupine Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Porcupine Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Porcupine Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Porcupine Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Renfrew County and District Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Renfrew County and District Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Renfrew County and District Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Renfrew County and District Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Renfrew County and District Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Eastern Ontario Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Eastern Ontario Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Eastern Ontario Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Eastern Ontario Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Eastern Ontario Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Simcoe Muskoka District Health Unit ,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Simcoe Muskoka District Health Unit ,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Simcoe Muskoka District Health Unit ,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Simcoe Muskoka District Health Unit ,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Simcoe Muskoka District Health Unit ,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Public Health Sudbury & Districts,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Public Health Sudbury & Districts,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Public Health Sudbury & Districts,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Public Health Sudbury & Districts,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Public Health Sudbury & Districts,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Thunder Bay District Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Thunder Bay District Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Thunder Bay District Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Thunder Bay District Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Thunder Bay District Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Timiskaming Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Timiskaming Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Timiskaming Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Timiskaming Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Timiskaming Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Region of Waterloo Public Health and Emergency Services,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Region of Waterloo Public Health and Emergency Services,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Region of Waterloo Public Health and Emergency Services,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Region of Waterloo Public Health and Emergency Services,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Region of Waterloo Public Health and Emergency Services,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Wellington-Dufferin-Guelph Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Wellington-Dufferin-Guelph Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Wellington-Dufferin-Guelph Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Wellington-Dufferin-Guelph Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Wellington-Dufferin-Guelph Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Windsor-Essex County Health Unit ,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Windsor-Essex County Health Unit ,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Windsor-Essex County Health Unit ,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Windsor-Essex County Health Unit ,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Windsor-Essex County Health Unit ,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",York Region Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",York Region Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",York Region Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",York Region Public Health,80+,0,0,1,3.5,1,2,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",York Region Public Health,All ages,0,0,1,0.2,1,0.1,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Toronto Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Toronto Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Toronto Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Toronto Public Health,80+,0,0,1,1.1,1,0.7,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Toronto Public Health,All ages,0,0,1,0.1,1,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Southwestern Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Southwestern Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Southwestern Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Southwestern Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Southwestern Public Health,All ages,0,0,0,0,0,0,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,20 to 39,103,4.8,54,2.6,158,3.8,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,40 to 59,646,34,390,19.8,1038,26.8,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,60 to 79,3355,234.9,2020,128.9,5389,180,14,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,80+,4705,1728.6,5318,1320.3,10062,1490.7,39,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,0 to 19,9,0.6,14,0.9,23,0.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ontario,All ages,8818,120.4,7796,104,16670,112.4,56,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Algoma Public Health,20 to 39,2,14.8,1,8,3,11.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Algoma Public Health,40 to 59,6,43.3,5,34.3,11,38.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Algoma Public Health,60 to 79,28,175.4,16,94.3,44,133.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Algoma Public Health,80+,26,754.1,20,443.2,46,577.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Algoma Public Health,All ages,62,132.5,42,86.5,104,109.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Brant County Health Unit,20 to 39,1,4.7,1,5.1,2,4.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Brant County Health Unit,40 to 59,5,24.9,4,20.1,9,22.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Brant County Health Unit,60 to 79,31,201.3,16,94.6,47,145.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Brant County Health Unit,80+,34,1309.7,37,906,71,1062.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Brant County Health Unit,All ages,71,119.6,58,95.6,129,107.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Durham Region Health Department ,20 to 39,3,3,2,2.1,5,2.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Durham Region Health Department ,40 to 59,19,19.7,12,11.8,31,15.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Durham Region Health Department ,60 to 79,103,158.5,80,112.8,184,135.3,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Durham Region Health Department ,80+,131,1288.5,201,1260.1,332,1271.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Durham Region Health Department ,All ages,256,94.1,295,103.6,552,99.1,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Grey Bruce Health Unit,20 to 39,1,5,1,5.5,2,5.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Grey Bruce Health Unit,40 to 59,7,33,5,23.4,12,28.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Grey Bruce Health Unit,60 to 79,34,139.1,12,46.7,46,91.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Grey Bruce Health Unit,80+,37,776.8,31,483.2,68,608.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Grey Bruce Health Unit,All ages,79,112.3,49,68.3,128,90.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Haldimand-Norfolk Health Unit,20 to 39,0,0,2,15.3,2,7.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Haldimand-Norfolk Health Unit,40 to 59,4,25.7,1,6.8,5,16.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Haldimand-Norfolk Health Unit,60 to 79,17,108.4,21,129,38,118.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Haldimand-Norfolk Health Unit,80+,37,1338.6,30,862.1,69,1105.1,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Haldimand-Norfolk Health Unit,All ages,58,118.8,54,113.4,114,118.2,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",20 to 39,0,0,0,0,0,0,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",40 to 59,7,29.5,2,8.3,9,18.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",60 to 79,25,84,26,83.8,52,85.5,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",80+,49,819.1,65,866.8,114,845.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",All ages,81,102.3,93,115.7,175,109.7,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Halton Region Public Health,20 to 39,4,5.2,0,0,4,2.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Halton Region Public Health,40 to 59,13,14.9,7,7.7,20,11.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Halton Region Public Health,60 to 79,67,129.6,30,51.7,97,88.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Halton Region Public Health,80+,159,1517,167,1063.1,326,1244.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Halton Region Public Health,All ages,243,107.6,204,84.7,447,95.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",City of Hamilton Public Health Services,20 to 39,2,2.3,4,5,6,3.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",City of Hamilton Public Health Services,40 to 59,14,18.7,16,21,30,19.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",City of Hamilton Public Health Services,60 to 79,137,243.1,91,146.7,228,192.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",City of Hamilton Public Health Services,80+,198,1806.4,232,1348.4,431,1530.2,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",City of Hamilton Public Health Services,All ages,351,154.3,343,145.4,695,149.9,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Hastings Prince Edward Public Health,20 to 39,0,0,1,5.5,1,2.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Hastings Prince Edward Public Health,40 to 59,2,9.2,1,4.5,3,6.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Hastings Prince Edward Public Health,60 to 79,23,101.7,21,85.3,44,93.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Hastings Prince Edward Public Health,80+,35,780.2,40,672.9,75,719.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Hastings Prince Edward Public Health,All ages,60,86.9,63,88.7,123,87.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Chatham-Kent Public Health,20 to 39,0,0,2,16.9,2,8.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Chatham-Kent Public Health,40 to 59,5,36.8,4,29.9,9,33.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Chatham-Kent Public Health,60 to 79,34,257.3,19,134.9,53,194.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Chatham-Kent Public Health,80+,23,906.6,43,1113.4,66,1031.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Chatham-Kent Public Health,All ages,62,147.9,68,157.6,130,152.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",20 to 39,1,3.5,0,0,1,1.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",40 to 59,2,7.6,3,11.5,5,9.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",60 to 79,27,114.3,9,34.2,36,72.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",80+,39,834.2,37,549.8,76,666.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",All ages,69,82.6,49,56.6,118,69.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Lambton Public Health,20 to 39,1,6.3,0,0,1,3.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Lambton Public Health,40 to 59,7,44.5,3,18.6,10,31.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Lambton Public Health,60 to 79,47,275.1,23,127,70,198.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Lambton Public Health,80+,52,1659.8,45,992.7,97,1265.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Lambton Public Health,All ages,107,206.8,71,132.4,178,168.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",20 to 39,0,0,0,0,0,0,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",40 to 59,2,8.5,2,8.2,4,8.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",60 to 79,33,131.4,20,74,53,101.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",80+,41,916.2,58,940.3,101,949,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",All ages,76,106,80,106.1,158,107.4,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Middlesex-London Health Unit,20 to 39,4,5.1,2,2.7,6,3.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Middlesex-London Health Unit,40 to 59,22,34.8,8,12.4,30,23.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Middlesex-London Health Unit,60 to 79,109,228.9,65,120.8,174,171.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Middlesex-London Health Unit,80+,168,1870.4,169,1210.1,337,1468.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Middlesex-London Health Unit,All ages,303,153.3,244,118.2,547,135.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Niagara Region Public Health,20 to 39,2,3.3,2,3.6,4,3.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Niagara Region Public Health,40 to 59,15,24.6,10,16,25,20.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Niagara Region Public Health,60 to 79,112,198.8,80,127.9,192,161.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Niagara Region Public Health,80+,181,1543.1,260,1480,441,1505.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Niagara Region Public Health,All ages,310,163.1,352,177,662,170.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",North Bay Parry Sound District Health Unit,20 to 39,0,0,0,0,0,0,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",North Bay Parry Sound District Health Unit,40 to 59,1,6,1,5.9,2,5.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",North Bay Parry Sound District Health Unit,60 to 79,21,119.5,6,33.2,27,75.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",North Bay Parry Sound District Health Unit,80+,23,686.2,31,677.4,54,681.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",North Bay Parry Sound District Health Unit,All ages,45,85.6,38,70.4,83,77.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Northwestern Health Unit,20 to 39,1,9.5,1,10.3,2,9.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Northwestern Health Unit,40 to 59,2,20.1,3,29.9,5,25,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Northwestern Health Unit,60 to 79,13,144.9,8,92.5,21,119.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Northwestern Health Unit,80+,15,1094.9,13,668.4,28,844.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Northwestern Health Unit,All ages,31,100.6,25,82.4,56,91.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ottawa Public Health,20 to 39,2,1.3,2,1.3,4,1.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ottawa Public Health,40 to 59,37,27.3,23,16.3,60,21.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ottawa Public Health,60 to 79,193,206,126,121.4,319,161.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ottawa Public Health,80+,311,1843.9,378,1479,690,1626.4,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Ottawa Public Health,All ages,543,134.1,529,124.1,1073,129.1,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peel Public Health,20 to 39,17,6.5,5,2.1,22,4.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peel Public Health,40 to 59,87,43.8,61,29.2,148,36.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peel Public Health,60 to 79,358,284.6,198,146.2,556,212.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peel Public Health,80+,456,2159.2,452,1540.8,908,1799.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peel Public Health,All ages,918,151.1,716,116.4,1634,133.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Huron Perth Health Unit,20 to 39,1,5.6,1,6.1,2,5.8,0,0
